Group,Site,Intercept,Slope
Invertebrates,ukbutterfliesF,0.029521449,-41.36189651
Invertebrates,ukbutterfliesF,0.007841882,-85.8163795
Invertebrates,ukbutterfliesF,0.073113272,-15.10468303
Invertebrates,ukbutterfliesF,0.003657429,-183.2613165
Invertebrates,ukbutterfliesF,0.003291787,-151.452414
Invertebrates,ukbutterfliesF,0.039878088,-39.5002092
Invertebrates,ukbutterfliesF,0.027812875,-42.56818916
Invertebrates,ukbutterfliesF,0.010617926,-88.11605381
Invertebrates,ukbutterfliesG,0.042750763,-38.29726721
Invertebrates,ukbutterfliesG,0.016773107,-79.30471998
Invertebrates,ukbutterfliesG,0.033609422,-52.31109739
Invertebrates,ukbutterfliesG,0.028611683,-40.15208502
Invertebrates,ukbutterfliesG,0.012552051,-102.6029449
Invertebrates,ukbutterfliesG,0.005490038,-131.4934652
Invertebrates,ukbutterfliesG,0.062858719,-21.39272403
Invertebrates,ukbutterfliesG,NA,NA
Invertebrates,ukbutterfliesG,0.005071551,-119.7494282
Invertebrates,ukbutterfliesG,0.031510392,-51.96772119
Invertebrates,ukbutterfliesG,0.040504258,-41.35670225
Invertebrates,ukbutterfliesG,NA,NA
Invertebrates,ukbutterfliesG,0.006976561,-67.74360041
Invertebrates,ukbutterfliesG,0.003345211,-127.4402486
Invertebrates,ukbutterfliesG,0.041415387,-29.57474936
Invertebrates,ukbutterfliesG,0.045143236,-36.03238668
Invertebrates,ukbutterfliesG,0.026232088,-53.10475827
Invertebrates,ukbutterfliesG,0.003393807,-160.1889386
Invertebrates,ukbutterfliesG,0.031136145,-46.7332847
Invertebrates,ukbutterfliesG,0.06538453,-21.37508954
Invertebrates,ukbutterfliesG,0.047935512,-41.16159823
Invertebrates,ukbutterfliesG,0.012205842,-68.29431632
Invertebrates,ukbutterfliesG,0.041913949,-40.08389177
Invertebrates,ukbutterfliesG,0.045176741,-32.89437578
Invertebrates,ukbutterfliesG,0.042532149,-27.92959348
Invertebrates,ukbutterfliesG,0.034401151,-36.21074802
Invertebrates,ukbutterfliesG,0.053106675,-28.96244448
Invertebrates,ukbutterfliesG,0.008132368,-121.0518169
Invertebrates,ukbutterfliesG,0.058448585,-23.16870269
Invertebrates,ukbutterfliesG,0.00972409,-109.6120671
Invertebrates,ukbutterfliesG,0.057173937,-28.71262401
Invertebrates,ukbutterfliesG,NA,NA
Invertebrates,ukbutterfliesG,NA,NA
Invertebrates,ukbutterfliesG,0.058682506,-22.6537768
Invertebrates,ukbutterfliesG,0.008262537,-122.3861657
Invertebrates,ukbutterfliesG,0.005377932,-104.6402117
Invertebrates,ukbutterfliesM,0.021936152,-46.84102078
Invertebrates,ukbutterfliesM,0.017054163,-45.57131302
Invertebrates,ukbutterfliesM,0.03421538,-31.36559528
Invertebrates,ukbutterfliesM,0.018992384,-49.95478588
Invertebrates,ukbutterfliesM,0.005133851,-124.6737631
Invertebrates,ukbutterfliesM,0.006350119,-101.516842
Invertebrates,ukbutterfliesM,NA,NA
Invertebrates,ukbutterfliesM,0.013349453,-64.75390603
Invertebrates,ukbutterfliesM,0.009463146,-66.76835646
Invertebrates,ukbutterfliesM,0.040643624,-39.20688127
Invertebrates,ukbutterfliesM,0.060466778,-28.93911599
Invertebrates,ukbutterfliesM,0.017316172,-25.28376336
Invertebrates,ukbutterfliesM,0.057982771,-23.90607982
Invertebrates,ukbutterfliesM,0.027897242,-47.1261551
Invertebrates,ukbutterfliesM,0.018136742,-40.63843637
Invertebrates,ukbutterfliesM,0.006648244,-96.06335829
Invertebrates,ukbutterfliesM,0.011640722,-74.20234272
Invertebrates,ukbutterfliesM,0.105796242,-14.30081147
Invertebrates,ukbutterfliesM,0.010053447,-62.40075954
Invertebrates,ukbutterfliesM,NA,NA
Invertebrates,ukbutterfliesM,0.043219923,-30.39737202
Invertebrates,ukbutterfliesM,0.103428746,-15.09154464
Invertebrates,ukbutterfliesM,0.057363895,-27.63606269
Invertebrates,ukbutterfliesM,0.04251051,-29.25606888
Invertebrates,ukbutterfliesM,0.029212873,-36.73030566
Invertebrates,ukbutterfliesM,0.011019106,-59.66059405
Invertebrates,ukbutterfliesM,0.026218727,-29.81667883
Invertebrates,ukbutterfliesM,0.101616049,-12.51774632
Invertebrates,ukbutterfliesM,0.00709923,-113.9316308
Invertebrates,ukbutterfliesM,0.063891328,-19.24820901
Invertebrates,ukbutterfliesM,0.018472197,-43.24458678
Invertebrates,ukbutterfliesM,0.005519181,-61.7280407
Invertebrates,ukbutterfliesW,0.06284559,-14.15478692
Invertebrates,ukbutterfliesW,0.033671995,-13.70198132
Invertebrates,ukbutterfliesW,0.015176741,-24.45771341
Invertebrates,ukbutterfliesW,0.01838232,-29.95625069
Invertebrates,ukbutterfliesW,0.015484163,-35.33042993
Invertebrates,ukbutterfliesW,0.033036651,-24.41382699
Invertebrates,ukbutterfliesW,0.043771877,-23.8046017
Invertebrates,ukbutterfliesW,0.01730303,-38.04172204
Invertebrates,ukbutterfliesW,0.081048111,-14.66672841
Invertebrates,ukbutterfliesW,0.028650977,-30.72240814
Invertebrates,ukbutterfliesW,0.037982419,-18.48799186
Invertebrates,ukbutterfliesW,0.098444866,-12.22203972
Invertebrates,ukbutterfliesW,0.018396228,-26.44601073
Invertebrates,ukbutterfliesW,0.017969134,-30.60485678
Invertebrates,ukbutterfliesW,0.017325706,-28.24617157
Invertebrates,ukbutterfliesW,0.089788907,-17.35196984
Invertebrates,ukbutterfliesW,0.065015267,-13.40129482
Invertebrates,ukbutterfliesW,0.039561512,-20.22431131
Invertebrates,ukbutterfliesW,0.017969856,-32.89419522
Invertebrates,ukbutterfliesW,0.039754472,-19.36867513
Invertebrates,ukbutterfliesW,0.03001124,-24.21820982
Invertebrates,ukbutterfliesW,0.014884347,-13.04911699
Invertebrates,ukbutterfliesW,0.059805147,-14.94739494
Invertebrates,ukbutterfliesW,0.04383345,-20.09605712
Invertebrates,ukbutterfliesW,0.019319618,-33.50827572
Mammals,curlewPM,0.171329436,-5.340638382
Mammals,curlewPM,0.265100422,-6.523664266
Mammals,curlewPM,0.282919418,-1.365343521
Mammals,curlewPM,0.2032537,-6.24043999
Mammals,goldengate,0.076583449,-8.909167929
Mammals,goldengate,0.118417149,-14.88430462
Mammals,goldengate,0.135918312,-8.978504848
Mammals,goldengate,0.121991303,-11.17888065
Mammals,goldengate,0.116061286,-13.00294003
Mammals,goldengate,0.105530266,-10.8490073
Mammals,goldengate,0.112866189,-12.07837791
Mammals,goldengate,0.160772794,-1.992855253
Mammals,goldengate,0.12210933,-15.61809229
Mammals,hilaire_rod,0.399514183,-5.08888972
Mammals,hilaire_rod,0.309468016,-2.112730994
Mammals,hilaire_rod,0.305219341,-3.868122792
Mammals,INEEL,0.417785199,-2.38259644
Mammals,INEEL,0.266732798,-2.373446295
Mammals,INEEL,0.362221139,-2.868439657
Mammals,Jornadagrass,0.161725706,-7.968209339
Mammals,Jornadagrass,NA,NA
Mammals,Jornadagrass,0.703049009,-4.62820039
Mammals,Jornadagrass,0.176183674,-1.402651929
Mammals,Jornadagrass,NA,NA
Mammals,Jornadagrass,0.118821918,-5.053739923
Mammals,Jornadashrub,0.08679152,-11.04245621
Mammals,Jornadashrub,0.812481675,-0.21177404
Mammals,Jornadashrub,0.035918525,-19.38293303
Mammals,Jornadashrub,NA,NA
Mammals,Jornadashrub,NA,NA
Mammals,Jornadashrub,NA,NA
Mammals,Jornadashrub,0.103835866,-14.31825931
Mammals,Jornadashrub,NA,NA
Mammals,Jornadashrub,NA,NA
Mammals,Jornadashrub,0.088360278,-9.42082914
Mammals,Jornadashrub,-3.63006405,0.171111119
Mammals,karoo_ungulates,0.043337002,-26.29997061
Mammals,karoo_ungulates,0.028501261,-16.42255016
Mammals,karoo_ungulates,0.073613421,-20.12009087
Mammals,karoo_ungulates,0.079601603,-19.48100529
Mammals,karoo_ungulates,0.085758493,-11.29096165
Mammals,karoo_ungulates,0.095622757,-5.268285291
Mammals,karoo_ungulates,0.074176878,-26.18916474
Mammals,karoo_ungulates,0.088695364,-24.19301797
Mammals,karoo_ungulates,0.079831945,-21.62515555
Mammals,karoo_ungulates,0.091572007,-12.35287197
Mammals,karoo_ungulates,0.090017455,-21.77033258
Mammals,karoo_ungulates,0.079090108,-7.960592522
Mammals,karoo_ungulates,0.086715036,-19.03495849
Mammals,karoo_ungulates,0.037328966,-24.82496541
Mammals,Konza_Abund,0.301788861,-2.927278396
Mammals,Konza_Abund,0.218856186,-4.968368947
Mammals,Konza_Abund,0.157693593,-6.574159226
Mammals,Konza_Abund,0.119220684,-3.063283205
Mammals,Konza_Abund,0.058875139,-6.043662445
Mammals,Konza_Abund,0.066600097,-2.44712846
Mammals,Konza_Abund,0.059936839,-5.497777407
Mammals,KrugerNP,0.102849063,-14.31157842
Mammals,KrugerNP,0.060991171,-23.49915902
Mammals,KrugerNP,0.100657102,-15.01274734
Mammals,KrugerNP,0.108272322,-12.3945683
Mammals,KrugerNP,0.101900339,-15.23874816
Mammals,KrugerNP,0.052191458,-28.10783398
Mammals,KrugerNP,0.090077357,-17.89497419
Mammals,KrugerNP,0.084447046,-19.87046694
Mammals,KrugerNP,0.099109102,-12.47340033
Mammals,KrugerNP,0.104229414,-15.15116583
Mammals,KrugerNP,0.104700523,-14.30788029
Mammals,mountainzebra,0.194831827,-6.328704479
Mammals,mountainzebra,0.197746,-9.711507812
Mammals,mountainzebra,0.204734533,-9.781230407
Mammals,mountainzebra,0.196525825,-4.90141952
Mammals,mountainzebra,0.188850901,-10.54166445
Mammals,Ontario_rod,0.202856107,-5.705284749
Mammals,Ontario_rod,0.198133926,-8.206686586
Mammals,Ontario_rod,0.2021154,-7.731037036
Mammals,Ontario_rod,0.152552524,-7.921238344
Mammals,Ontario_rod,0.157565118,-7.826649552
Mammals,Ontario_rod,0.098259497,-12.0259342
Mammals,Portal,0.399378651,-2.993093764
Mammals,Portal,0.232842747,-4.389582163
Mammals,Portal,0.037166692,-8.170778221
Mammals,Portal,0.212404737,-5.719572518
Mammals,Portal,0.053617179,-11.32184779
Mammals,Portal,0.046462512,-22.71674948
Mammals,Portal,0.052475458,-9.546690187
Mammals,Portal,0.24479308,-5.967408427
Mammals,Portal,0.032230559,-8.712816604
Mammals,PowdermillRodents,0.294586922,-9.215069796
Mammals,PowdermillRodents,0.355591368,-4.632699358
Mammals,PowdermillRodents,0.336333835,-3.923365586
Mammals,PowdermillSquirrels,0.513967246,-3.383184922
Mammals,PowdermillSquirrels,0.491125018,-3.134245878
Mammals,5pgrass,NA,NA
Mammals,5pgrass,NA,NA
Mammals,5pgrass,0.246750041,-5.831319662
Mammals,5pgrass,0.283870997,-2.461745775
Mammals,5pgrass,0.380204449,-4.04137946
Mammals,5pgrass,NA,NA
Mammals,5pgrass,NA,NA
Mammals,5pgrass,NA,NA
Mammals,5pgrass,0.033461672,-12.18203708
Mammals,5pgrass,NA,NA
Mammals,5pgrass,NA,NA
Mammals,5plarrea,NA,NA
Mammals,5plarrea,0.657323555,-2.177293041
Mammals,5plarrea,0.08649765,-6.680372501
Mammals,5plarrea,0.192952128,-4.05943047
Mammals,5plarrea,0.022222222,321.3440944
Mammals,5plarrea,NA,NA
Mammals,5plarrea,0.188678335,-2.747258519
Mammals,5plarrea,0.049223961,-10.9792579
Mammals,5plarrea,NA,NA
Mammals,5plarrea,0.066495222,-40.4208322
Mammals,5plarrea,0.016213753,14.10794487
Mammals,5plarrea,NA,NA
Mammals,rslarrea,NA,NA
Mammals,rslarrea,0.626866295,-1.79121178
Mammals,rslarrea,0.066200353,-24.62162724
Mammals,rslarrea,0.040750988,-14.70139818
Mammals,rslarrea,0.044541394,-17.05130328
Mammals,rslarrea,0.151799904,-8.076750786
Mammals,rslarrea,0.012048193,125.5824304
Mammals,rslarrea,NA,NA
Mammals,rslarrea,NA,NA
Mammals,rslarrea,0.068164141,-11.87950232
Mammals,rslarrea,NA,NA
Mammals,rslarrea,NA,NA
Mammals,rslarrea,0.114190989,-11.01762336
Mammals,rslarrea,0.089956794,-8.951338511
Mammals,rslarrea,0.086581932,-23.31232386
Mammals,shortgrass,0.125201796,-4.721664576
Mammals,shortgrass,0.237827137,-3.64061719
Mammals,shortgrass,0.12333673,-8.97002028
Mammals,shortgrass,0.238052544,-6.179211801
Mammals,shortgrass,0.250789446,-2.593622996
Plants,desertlab,0.008262394,-92.93443782
Plants,desertlab,0.008126298,-104.8139123
Plants,desertlab,0.010070252,-96.88824722
Plants,desertlab,0.014454091,-42.0404443
Plants,desertlab,NA,NA
Plants,desertlab,0.009270171,-81.70533597
Plants,desertlab,0.007866351,-101.8211072
Plants,desertlab,0.012406104,-71.28438395
Plants,desertlab,0.00969716,-86.4887074
Plants,desertlab,0.008332296,-63.70941351
Plants,desertlab,0.007847,-94.73281011
Plants,desertlab,0.00969877,-52.06017389
Plants,desertlab,0.040115314,-27.98076385
Plants,desertlab,0.008149628,-94.45969396
Plants,desertlab,0.017221964,-58.80123361
Plants,desertlab,0.007860192,-73.78823498
Plants,desertlab,0.050137109,-20.6722973
Plants,desertlab,0.007866351,-92.93069309
Plants,desertlab,0.022304525,-58.03593298
Plants,desertlab,0.043404765,-23.75691089
Plants,desertlab,0.04164821,-35.65319526
Plants,desertlab,0.008792803,-103.7418011
Plants,desertlab,0.010952705,-67.03548178
Plants,desertlab,0.039883733,-26.56416328
Plants,desertlab,0.008478523,-106.2831061
Plants,desertlab,0.007879057,-91.74962981
Plants,desertlab,0.007855109,-65.95263267
Plants,desertlab,0.007875269,-103.0772034
Plants,desertlab,0.012399707,-57.49385711
Plants,desertlab,0.008538702,-94.95861499
Plants,desertlab,0.015553604,-51.62692138
Plants,desertlab,0.016038186,-40.93008899
Plants,desertlab,0.020340656,-65.9064823
Plants,desertlab,0.007882705,-98.23003456
Plants,desertlab,0.010696451,-62.10082309
Plants,desertlab,0.007861895,-86.59586888
Plants,desertlab,0.008335979,-141.8687769
Plants,desertlab,0.007989119,-91.23928198
Plants,desertlab,0.007920179,-88.55259952
Plants,desertlab,0.038565675,-44.49527267
Plants,desertlab,0.008154058,-80.77855037
Plants,desertlab,0.028269218,-36.73970687
Plants,desertlab,0.00822994,-108.305418
Plants,desertlab,0.057378757,-16.62559857
Plants,desertlab,0.019025408,-48.70588864
Plants,desertlab,0.007853809,-89.74061487
Plants,desertlab,0.008826536,-92.60090162
Plants,desertlab,0.047614607,-22.24625545
Plants,desertlab,0.059064189,-28.41055695
Plants,desertlab,0.058391899,-19.5426475
Plants,desertlab,0.00826803,-91.65751329
Plants,desertlab,0.009717435,-90.04670452
Plants,desertlab,0.010787891,-52.06156149
Plants,desertlab,0.043397324,-32.06187103
Plants,desertlab,0.023655443,-24.1321002
Plants,desertlabshrub,0.012599349,-66.89111269
Plants,desertlabshrub,0.01077969,-88.11180592
Plants,desertlabshrub,0.04352944,-41.80279526
Plants,desertlabshrub,0.015917421,-41.77069872
Plants,desertlabshrub,0.010121331,-151.4543738
Plants,desertlabshrub,0.011177927,-95.39263506
Plants,desertlabshrub,0.009798141,-90.94237168
Plants,desertlabshrub,0.011010313,-71.70767253
Plants,desertlabshrub,0.012675218,-59.70702366
Plants,desertlabshrub,0.011352995,-97.81204801
Plants,desertlabshrub,0.009749872,-95.88579245
Plants,desertlabshrub,0.010335208,-65.52767567
Plants,desertlabshrub,0.015657263,-62.52553373
Plants,desertlabshrub,0.039610068,-36.86759995
Plants,desertlabshrub,0.01057527,-92.46144494
Plants,desertlabshrub,0.036042892,-35.16685681
Plants,desertlabshrub,0.036266463,-42.3327272
Plants,desertlabshrub,0.009628421,-135.5894927
Plants,desertlabshrub,0.018986016,-53.0066013
Plants,desertlabshrub,0.026048915,-42.1682705
Plants,desertlabshrub,0.01789565,-44.4959937
Plants,desertlabshrub,0.009650728,-110.3616279
Plants,desertlabshrub,0.024978066,-52.43364921
Plants,desertlabshrub,0.02670292,-52.8889459
Plants,desertlabshrub,NA,NA
Plants,desertlabshrub,0.010263612,-94.53358188
Plants,desertlabshrub,0.009875946,-129.3571473
Plants,desertlabshrub,0.013973027,-63.63399051
Plants,desertlabshrub,0.009649562,-107.3080018
Plants,desertlabshrub,0.031973132,-54.41940466
Plants,desertlabshrub,0.02095877,-52.05770571
Plants,desertlabshrub,0.020382106,-62.42456438
Plants,desertlabshrub,0.009615915,-98.53954436
Plants,desertlabshrub,0.010627824,-59.60304734
Plants,desertlabshrub,0.011222435,-67.75676166
Plants,desertlabshrub,0.010393968,-81.5669882
Plants,desertlabshrub,0.010144636,-119.6531734
Plants,desertlabshrub,0.017109117,-38.93497882
Plants,desertlabshrub,0.009972311,-110.4313341
Plants,desertlabshrub,0.044283986,-31.10734375
Plants,desertlabshrub,0.010960285,-99.43249504
Plants,desertlabshrub,0.05087272,-18.29265055
Plants,desertlabshrub,0.012900788,-86.78235088
Plants,desertlabshrub,0.010298311,-111.2856623
Plants,desertlabshrub,0.00961547,-122.4934555
Plants,desertlabshrub,0.027760518,-46.23538934
Plants,desertlabshrub,0.033422499,-50.0586948
Plants,desertlabshrub,0.009889913,-56.9105913
Plants,desertlabshrub,0.050354249,-28.96968916
Plants,desertlabshrub,0.010130885,-86.58467394
Plants,desertlabshrub,0.019964865,-47.01851657
Plants,desertlabshrub,0.016224947,-62.42491585
Plants,desertlabshrub,0.028842011,-45.23241287
Plants,desertlabshrub,0.02944916,-36.89096632
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.003097207,-91.55735943
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.00492621,-48.8467872
Plants,Jornada_CS,0.002684199,-66.2432942
Plants,Jornada_CS,0.003001263,-84.38021455
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.006640043,-56.25194241
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002898301,-60.83518152
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002677075,-42.37013041
Plants,Jornada_CS,0.093136467,-14.8402146
Plants,Jornada_CS,0.020048224,-30.41183694
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.00308193,-77.76547542
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002902744,-19.38489365
Plants,Jornada_CS,0.003936227,-94.27352984
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.010149413,-50.81832404
Plants,Jornada_CS,0.004941292,-68.94741842
Plants,Jornada_CS,0.00992058,-37.5785779
Plants,Jornada_CS,0.00546668,-57.29809902
Plants,Jornada_CS,0.004271739,-60.91252943
Plants,Jornada_CS,0.005413769,-67.32297716
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.0759657,-16.7690221
Plants,Jornada_CS,0.045349127,-23.22249392
Plants,Jornada_CS,0.010380654,-46.01069745
Plants,Jornada_CS,0.002932362,-99.3452345
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.027740412,-30.72547098
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002908514,-65.50008499
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.036518357,-26.53245849
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.035944029,-23.52822039
Plants,Jornada_CS,0.034462295,-21.02967629
Plants,Jornada_CS,0.057961743,-20.16734381
Plants,Jornada_CS,0.014602137,-36.46658729
Plants,Jornada_CS,0.003039744,-98.48583846
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.00297917,-94.01012542
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.003293176,-76.11530258
Plants,Jornada_CS,0.003511909,-104.658717
Plants,Jornada_CS,0.003840299,-98.40153156
Plants,Jornada_CS,0.003576622,-4.709526913
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.005649099,-57.60196012
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.037222063,-0.071043191
Plants,Jornada_CS,0.0029437,-107.1407174
Plants,Jornada_CS,0.002902813,-70.86335188
Plants,Jornada_CS,0.001599527,-2.124381996
Plants,Jornada_CS,0.007848304,-47.32018622
Plants,Jornada_CS,0.002765581,-11.73036951
Plants,Jornada_CS,0.195413945,-12.0878892
Plants,Jornada_CS,0.003839814,-69.10414924
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002751354,-49.50162686
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.025071898,-27.76572774
Plants,Jornada_CS,0.004510619,-75.63528626
Plants,Jornada_CS,0.003849089,-75.62019278
Plants,Jornada_CS,0.003299846,-80.10416006
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002945568,-61.47709483
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.006699572,-56.13877962
Plants,Jornada_CS,0.003199526,-74.86732718
Plants,Jornada_CS,0.003035278,-115.7027568
Plants,Jornada_CS,0.004126726,-67.67346089
Plants,Jornada_CS,0.003306538,-81.52985412
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.003081776,-83.80949931
Plants,Jornada_CS,0.007393305,-47.9280228
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002078445,-3.627959155
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.003006652,-101.9424362
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,NA,NA
Plants,Jornada_CS,0.002906743,-77.10806302
Plants,Jornada_CS,0.003004098,-106.1484175
Plants,Jornada_CS,NA,NA
Plants,Jornada_CW,0.005685661,-42.07138334
Plants,Jornada_CW,0.005004407,-54.1972608
Plants,Jornada_CW,0.009519193,-41.84114936
Plants,Jornada_CW,0.004862003,-41.5494634
Plants,Jornada_CW,0.005517421,-54.75717341
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.004709639,-34.54699849
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.016986053,-27.65034655
Plants,Jornada_CW,0.010634376,-37.36257295
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.005126549,-59.03604273
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.004980065,-36.40630962
Plants,Jornada_CW,0.006006003,-40.90283687
Plants,Jornada_CW,0.005245928,-73.39703674
Plants,Jornada_CW,0.010366471,-26.80436814
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.040082628,-16.257401
Plants,Jornada_CW,0.023601097,-23.27268085
Plants,Jornada_CW,0.0206195,-28.57870009
Plants,Jornada_CW,0.078794624,-15.96335595
Plants,Jornada_CW,0.015470063,-27.72095354
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.016319092,-36.75846623
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.018115595,-32.52817294
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.038661575,-17.18453154
Plants,Jornada_CW,0.015633755,-24.26361382
Plants,Jornada_CW,0.017813532,-31.66701627
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.005042692,-50.24809988
Plants,Jornada_CW,0.005437468,-35.24882201
Plants,Jornada_CW,0.003932301,-5.914621174
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.010459243,-29.44038966
Plants,Jornada_CW,0.004683065,-40.46333996
Plants,Jornada_CW,0.005026311,-63.85067482
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.004880546,-38.43304541
Plants,Jornada_CW,0.006342354,-34.97581789
Plants,Jornada_CW,0.008229877,-27.9388523
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.005221855,-43.93880843
Plants,Jornada_CW,0.291239402,-7.399255827
Plants,Jornada_CW,0.006179821,-49.37870163
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.005729881,-62.76967477
Plants,Jornada_CW,0.012950864,-34.73465161
Plants,Jornada_CW,0.01247749,-28.36092048
Plants,Jornada_CW,0.006930106,-46.79852166
Plants,Jornada_CW,0.00509807,-31.44804228
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.004497516,-37.32479019
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.005970914,-48.79677143
Plants,Jornada_CW,0.005239256,-52.04178916
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,0.013394113,-27.26165991
Plants,Jornada_CW,0.005596851,-34.50440747
Plants,Jornada_CW,0.004904112,-30.2447313
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_CW,NA,NA
Plants,Jornada_GS,0.003956765,-102.5797259
Plants,Jornada_GS,0.002699036,-115.551708
Plants,Jornada_GS,0.001744142,-60.04436069
Plants,Jornada_GS,0.008960173,-71.95544612
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.011366622,-49.77300595
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.001936617,-110.3976101
Plants,Jornada_GS,0.001786731,-185.1011208
Plants,Jornada_GS,0.009553958,-55.1947427
Plants,Jornada_GS,0.00343332,-105.3232611
Plants,Jornada_GS,0.002538285,-128.2757994
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.002401179,-140.5617851
Plants,Jornada_GS,0.001721384,-149.8030511
Plants,Jornada_GS,0.001950804,-120.4264137
Plants,Jornada_GS,0.001643519,-39.16951652
Plants,Jornada_GS,0.004667782,-90.63200725
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.004906387,-86.32838906
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.008173759,-64.29968495
Plants,Jornada_GS,0.001982336,-146.5070008
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.002132548,-153.1974278
Plants,Jornada_GS,0.016478599,-43.25261102
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.010630528,-58.34365832
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.002114672,-5.76160028
Plants,Jornada_GS,0.001845064,-125.4501342
Plants,Jornada_GS,0.231010763,-6.764388969
Plants,Jornada_GS,0.001713212,-131.4904693
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.014114582,-41.01617794
Plants,Jornada_GS,NA,NA
Plants,Jornada_GS,0.003630269,-95.20781193
Plants,Jornada_GS,0.002175994,-152.6346094
Plants,Jornada_GS,0.003594175,-78.76742824
Plants,Jornada_GS,0.008239062,-61.40700453
